name
中国语言文学系
历史学系
哲学系
社会学与人类学学院
博雅学院
岭南学院
外国语学院
马克思主义学院
数学学院
物理学院
地理科学与规划学院
生命科学学院
逸仙学院
体育部
中山医学院
光华口腔医学院
公共卫生学院
护理学院
法学院
政治与公共事务管理学院
管理学院
心理学系
传播与设计学院
资讯管理学院
工学院
化学学院
材料科学与工程学院
电子与信息工程学院
数据科学与计算机学院（国家保密学院）
环境科学与工程学院
土木工程学院
药学院
中国语言文学系（珠海）
历史学系（珠海）
哲学系（珠海）
国际金融学院
国际翻译学院
国际关系学院
旅游学院
数学学院（珠海）
物理与天文学院
大气科学学院
海洋科学学院
地球科学与工程学院
化学工程与技术学院
海洋工程学院
中法核工程与技术学院
医学院
公共卫生学院（深圳）
药学院（深圳）
材料学院
生物医学工程学院
电子与通信工程学院
智能工程学院
海洋工程与技术学院
航空航天学院
文学院
理学院
