name
中山大学(南校区)
中山大学(南校区)-南门
中山大学(南校区)-西门
中山大学(南区)幼儿园
中山大学-附属小学
中山大学(南校区)-西侧门
中大科技园
中山大学南校区-辛易校园
中山大学南校区-中大东南区210
中山大学(东校区)
中山大学(东校区)-北门
中山大学(东校区)-西门
中山大学(东校区)-东门
中山大学生活区
明德园-1号楼
中山大学(东校区)-南门
格致园
中山大学(东校区)-创业学院
中山大学(东校区)至善园-7号
中山大学(东校区)至善园-3号
中山大学(东校区)-篮球教学用场
中山大学(东校区)-国家保密学院
中山大学东校区-行政楼
公共实验教学中心
体育馆(东南门)
中山大学(大学城校区)北学院-楼D座
中山大学东校区公共教学楼C大学城谷河北路
中山大学(东校区)-药学院
中山大学(东校区)-图书馆
中山大学东校区学生公寓
中山大学-河口海岸研究所
中山大学心理健康教育咨询中心(大学城中环东路)
慎思园-6号楼
中山大学(东校区)-工学院
中山大学东校区-南基础实验楼
至善园-1号楼
至善园-5号楼
中山大学(东校区)-牌坊
中山大学东校区学生第一食堂
中山大学(东校区)-生命科学学院
中山大学东校区-国家超级计算广州中心
至善园-6号楼
至善园-8号楼
快乐多便利店
中山大学数据科学与计算机学院
中山大学东校区-第一膳堂
中山大学东校区-学一饭堂
纳米尺度材料国家实验大楼
中山大学(东校区)-体育馆
中山大学(东校区)-法学院
中山大学(东校区)-软件学院
中山大学东校区第四膳堂
中山大学(东校区)-管理学院
中山大学东校区停车场大学城外环东路
中山大学(东校区)-游泳池
中山大学(东校区)-篮球场
中山大学(东校区)-停车场
中山大学(东校区)-环境科学与工程学院
明德园-8号楼
中山大学(北校区)
中山大学北校区-南门
中山大学北校区-东门
中山大学北校区-北门
九三学社中山大学北校区支社
中国致公党中山大学北校区支部
中山大学临床研究中心
中山大学北校区-幼儿园
中山大学北校区-停车场
中山大学寄生虫学楼
中山大学北校区医学科技楼-10号楼
中山大学(北校区)-学生第二宿舍
中山大学北校区微生物楼-20号楼
中山大学(北校区)-共青团中山大学北校区工作委员会
中山大学(北校区)-北学一食堂
中山大学北校区-东南门
中山大学(珠海校区)
中山大学(珠海校区)-东门
中山大学珠海校区招待所
中山大学(珠海校区)-南门
中山大学(珠海校区)-停车场
中山大学(珠海校区)荔园
中山大学珠海校区器械运动场
中山大学珠海校区学一食堂
中山大学(珠海校区)-北门
中山大学(珠海校区)-岐关车服务部
中山大学(珠海校区)荔园-15号楼
中山大学(珠海校区)榕园-10号楼
中山大学(珠海校区)-体育馆
中山大学(珠海校区)-榕园球场
中山大学珠海校区教学实验大楼
中山大学(珠海校区)荔园-9号楼
中山大学(珠海校区)停车场-出入口
中山大学(珠海校区)荔园-3号楼
中山大学(珠海校区)荔园-16号楼
中山大学(珠海校区)榕园-9号楼
中山大学(珠海校区)榕园-3号楼
中山大学(珠海校区)榕园-8号楼
中山大学(珠海校区)荔园-11号楼
中山大学(珠海校区)榕园-1号楼
中山大学(珠海校区)榕园-2号楼
中山大学(珠海校区)荔园-8号楼
中山大学(珠海校区)-国际翻译学院
中山大学(珠海校区)荔园-1号楼
中山大学(珠海校区)-榕园
中山大学珠海校区-荔园商业服务大楼
中山大学珠海校区大学服务中心(USC)
中山大学(珠海校区)-珠海旅游研究院
中山大学(珠海校区)-教师公寓管理服务中心
中山大学(珠海校区)荔园-6号楼
中山大学(珠海校区)-图书馆
中山大学(珠海校区)-行政楼
中山大学(珠海校区)-海滨红楼
中山大学(珠海校区)-游泳池
中山大学(珠海校区)-国际金融学院
中山大学(珠海校区)教学楼-F区
中山大学(珠海校区)教学楼-B区
中山大学(珠海校区)-教学楼A区
中山大学(珠海校区)榕园-5号楼
中山大学(珠海校区)-旅游学院
中山大学(珠海校区)-华夏门
中山大学(珠海校区)-荔园食堂
中山大学(珠海校区)-体育场
中山大学(珠海校区)-海洋学院
中山大学(珠海校区)物理与天文学院
中山大学深圳校区(建设中)
中大互联(深圳福田校区)
中山大学东校区-公共教学楼E
中山大学东校区学生第二食堂
中山大学东校区-北基础实验楼
中山大学(东校区)-实验动物中心
中山大学(东校区)明德园-10号
中山大学(东校区)-西北1门
中山大学东校区停车场大学城筱园西路
中山大学-综合训练馆
中山大学东校区公共教学楼D
中山大学(东校区)-资讯管理学院
中山大学东校区-南学院楼
中心学东校区第三膳堂
中山大学东校区教工公寓
中山大学(东校区)-政治与公共事务管理学院
中山大学东校区公共教学楼A-西门
中山大学(东校区)-运动场
中山大学(东校区)-排球场
中山大学(东校区)-实验教学中心
中山大学东校区北学院楼-A座
中山大学东校区北学院楼-C座
中山大学东校区北学院楼-B座
中山大学东校区第三膳堂-北门
中山大学东校区教职工之家
中山大学东校区第四膳堂-西门
中山大学东校区第四膳堂-北门
广州中山大学东校区-培训公寓
中山大学东校区第三膳堂-西门
中山大学东校区丰巢快递柜
中山大学(东校区)药学院-西门
中山大学(东校区)图书馆-北门
中山大学(东校区)-自助售货机
中山大学(东校区)-东田径场
中山大学(东校区)药学院-南门
中山大学(东校区)-海洋学院
中山大学(东校区)图书馆-南门
中山大学东校区公共教学楼C-西门
中山大学东校区行政会议中心-A座
中山大学东校区学生第二食堂-西门
中山大学东校区培训公寓-东北门
中山大学东校区学生第二食堂-东门
中山大学东校区公共教学楼B西门
中山大学东校区应用力学与工程系
生命科学国家实验大楼
广州东校区西田径场
中山大学东校区政治与公共事务管理学院-南门
中山大学(东校区)-知识产权学院
中山大学(东校区)停车场-出入口
中山大学(东校区)-行政会议中心
中山大学(东校区)第一膳堂-2号门
中山大学东校区学生第一食堂-1号门
中山大学东校区学生第一食堂-3号门
中山大学东校区行政会议中心A座-南门
南海海洋生物技术国家工程研究中心
中山大学东校区学生第一食堂-4号门
中山大学体育部东校区-办公室
中山大学(东校区)环境科学与工程学院-南门
广州东校区教学实验中心-D座
中山大学-电子与信息工程学院
中山大学(东校区)-心理学系
中山大学(东校区)-传播与设计学院
中山大学广州东校区教学实验中心C
中山大学广州东校区教学实验中心D
中山大学广州东校区海洋学院实验室
中山大学(东校区)工学院-A座
中山大学(东校区)工学院-B座
中山大学(东校区)工学院-C座
中山大学(东校区)公共教学楼B座
中山大学-法学实验教学中心(东校区)
中山大学广州东校区教学实验中心D西北门
中山大学(东校区)-综合训练馆
中山大学(东校区)法学院-北门
中山大学(东校区)工学院-西门
中山大学(东校区)公共教学楼-A座
中山大学(东校区)公共教学楼-C座
中山大学(东校区)教学实验中心-B座
中山大学(东校区)教学实验中心-F座
中山大学(东校区)公共教学楼D座
中山大学(东校区)-自行车停放点
中山大学(东校区)体育馆-东北入口
中山大学(东校区)创业学院-西北门
中山大学(东校区)体育馆-西北入口
中山大学(东校区)软件学院-东门
中山大学(东校区)法学院-模拟法庭
中山大学(东校区)体育馆-东南入口
中山大学(东校区)海洋学院-西门
中山大学(东校区)心理学系-西北门
中山大学(东校区)体育馆-西南入口
中山大学(东校区)明德园-西北门
中山大学(东校区)法学院-西北门
中山大学(东校区)工学院-东北2门
中山大学(东校区)工学院-西北门
中山大学(东校区)工学院-东北1门
中山大学(东校区)法学院模拟法庭-北门
中山大学(东校区)法学院模拟法庭-南门
中山大学(东校区)北学院楼A座-东南门
中山大学(东校区)生命科学学院-西北门
中山大学(东校区)教学实验中心-E座
中山大学(东校区)资讯管理学院-西南门
中山大学(东校区)公共教学楼D座-西门
中山大学(东校区)北学院楼C座-东南门
中山大学(东校区)行政会议中心-B座
格致园-3号楼
中山大学(东校区)教学实验中心B座-东南门
中山大学(东校区)传播与设计学院-西北门
中山大学(东校区)教学实验中心A座-东南门
中山大学(东校区)政治与公共事务管理学院-西北门
中山大学(东校区)政治与公共事务管理学院-东南门
中山大学(东校区)行政会议中心B座-东北门
中山大学(东校区)教学实验中心C座-东南门
中山大学(东校区)环境科学与工程学院-东南门
中山大学(东校区)-BP液化天然气教育培训与研究中心
中山大学广州东校区教学实验中心E-西北门
中山大学广州东校区教学实验中心F-西北门
中山大学-网球场
中山大学生活区-北门
中山大学格致园-2号
尚礼居中山大学纪念品
中山大学-教职工篮球场
中山大学超级计算学院
中大-佛水水工程技术基地
中山大学东校区学生宿舍管理委员会
中山大学东校区校园卡与收费服务部
慎思园-9号楼
慎思园-8号楼
中山大学生活区-2号门
中山大学东苑宾馆-停车场
中山大学生活区-北2门
中山大学生活区-西南门
中山大学超级计算中心-停车场
中山大学-工学院校友回望林
中山大学太阳能系统研究所
心理与行为科学实验教学中心
超级计算中心地下停车场-出入口
中山大学光电材料与技术国家重点实验室
中国邮政储蓄银行24小时自助银行(大学城中山大学东校区)
中山大学工学院-危险化学品火灾模拟分析实验室
中山大学法学实验教学中心模拟诉讼实训场
中山大学海洋学院-海洋石油勘探与开发广东高校重点实验室
蜂创校园服务中心菜鸟驿站中大东校区分站
中国邮政(大学城邮政支局)
中大东校区门诊部
广州东校区教学实验中心-A座
广州省热带亚热带植物资源重点实验室
广东省环境科学学会清洁生产专业委员会
国家海洋生物天然产物化合物库-北门
筱园
国家海洋生物天然产物化合物库-南门
明德园-4号楼
明德园-11号
至善园-2号楼
明德园-9号楼
明德园-5号楼
格致园-1号楼
明德园-6号楼
活水
落雁台
东湖
中山大东校区学全媒体研究院
超级计算中心-地下停车场
广州千代信息科技有限公司
广东省海洋资源与近岸工程重点实验室
广东省教育厅太阳能重点实验室
月影坡
河口水利技术国家地方联合工程实验室
冕山
明德园-12号楼
慎思园-10号楼
慎思园-7号楼
至善园-9号楼
国家海洋生物天然产物化合物库
IEEE广州分会
北望山
孙中山先生像
广东省教育厅液化天然气低温技术重点实验室
明德园-7号楼
明德园-2号楼
至善园-4号楼
至善园-10号楼
慎思园-5号楼
至善园
格致园-2号楼
广东省信息安全技术重点实验室
公厕
公用电话
广东公安视频图像智能分析与应用技术重点实验室
默园
南海资源开发与保护协同创新中心
慎思园
明德园
焙心创意
中山大学(珠海校区)荔园-19号楼
中山大学(珠海校区)教学楼-C区
中山大学(珠海校区)-会展中心
中山大学(珠海校区)-攀岩场
中山大学(珠海校区)荔园-5号楼
中山大学(珠海校区)荔园-18号楼
中山大学(珠海校区)榕园-7号楼
中山大学(珠海校区)荔园-7号楼
中山大学(珠海校区)榕园-4号楼
中山大学(珠海校区)-卫生服务中心
中山大学(珠海校区)榕园-6号楼
中山大学(珠海校区)-教学楼D区
中山大学(珠海校区)荔园-17号楼
中山大学(珠海校区)教学楼-E区
中山大学(珠海校区)榕园-12号楼
中山大学(珠海校区)榕园-11号楼
中山大学(珠海校区)教学楼-荔园球场
中山大学(珠海校区)停车场-若海路出入口
中山大学(珠海校区)-中法核工程与技术学院
励步英语珠海校区(唐家教学点)
中山大学核安全与应急技术研究中心
中山大学教材图书供应部
中国银行(珠海中山大学支行)
中山大学珠海校区物管服务中心培训室
中国银行24小时自助银行(中山大学支行)
珠海伍舜德国际学术交流中心(中大商务酒店)
东北人家餐厅(中大总店)
中子探测技术与应用联合实验室
伍舜德国际交流中心
榕园中心老字号冒菜麻辣烫
珠海市爱高普净水工程有限公司中大水厂
榕园广场
中国建设银行ATM
白埔西路与若海路交叉口
知味烤肉炸鸡拌饭
互助书屋
珠海市丹田物业管理股份有限公司中大物管服务中心
久覔咖啡
珠影超市(逸仙大道)
中山大学(南校区)-体育部
中山大学(南校区)-停车场
中山大学(南校区)-林护堂
