name
汉语言文学
历史学
逻辑学
哲学
社会学与社会工作系
人类学系
经济学系
经济管理系
国际商务系
财政税务系
金融系
风险管理与保险学系
物流工程与管理系
英语系
日语系
德语系
法语系
马克思主义
数学
应用数学
统计学
光电信息科学与工程
城市与区域规划系
遥感与地理信息工程系
国土资源与环境系
水资源与环境系
旅游发展与规划研究中心
生物科学
生物技术
生态学
临床医学一系（长学制）
临床医学二系
麻醉学系
医学影像学系
康复治疗学系
医学检验系
眼科视光学系
法医学系
生物医学工程系
口腔医学
预防医学系
营养学系
妇幼卫生系
医学统计与流行病学系
卫生管理学系
护理学
法学
政治科学系
公共管理学系
工商管理系
会计学系
市场学系
财务与投资系
旅游酒店管理系
管理科学系
心理学
新闻学系
公共传播学系
创意媒体设计系
图书馆学
档案学专业
信息管理与信息系统
化学系
应用化学系
高分子与材料科学系
化工系
材料物理
材料化学
高分子材料与工程
电子与信息工程
计算机类
信息与计算科学
软件工程
环境科学系
环境工程系
土木工程
水文与水资源工程
药学
应用经济学系
企业管理系
英语（商务外语）系
英语（对外汉语）系
英语（国际事务）系
翻译系
西班牙语系
俄语系
阿拉伯语系
朝鲜语系
国际政治
旅游管理与规划系
酒店与俱乐部管理系
会展经济与管理系
数学与应用数学
应用气象
大气科学
海洋科学
地质学
地质工程
化学工程与工艺
海洋工程与技术
核工程
临床医学（八年制）
临床医学
基础医学
电子信息科学与技术
通信工程
智能科学与技术
交通工程
航空航天工程
理论与应用力学
